ID,Name,Risk Elements,Tags,CreationDate,TP Score (%),APT Profile,Kill Chain Phase,Affected Compliance,Status
657,Threat2,10.10.10.11,tag1,07/27/2015 05:10:57,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
658,Threat3,10.10.10.13,tag2,12/03/2019 23:58,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
659,Threat4,10.10.10.12,tag1,03/13/2013 10:02:41,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
660,Threat5,10.10.10.15,tag0,08/31/2017 16:46:46,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
661,Threat1,10.10.10.10,no tag,01/01/2019 09:41,81,APT1-70%,Exploitation,"PCI, GDPR",Open
662,Threat2,10.10.10.11,tag1,09/29/2019 17:36:35,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
663,Threat3,10.10.10.13,tag2,07/09/2019 13:55,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
664,Threat4,10.10.10.12,tag1,05/25/2015 11:01:37,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
665,Threat5,10.10.10.15,tag0,11/08/2017 19:06,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
666,Threat1,10.10.10.10,no tag,05/06/2012 05:41,81,APT1-70%,Exploitation,"PCI, GDPR",Open
667,Threat2,10.10.10.11,tag1,04/10/2020 04:48,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
668,Threat3,10.10.10.13,tag2,09/01/2012 08:06,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
669,Threat4,10.10.10.12,tag1,08/02/2014 18:15,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
670,Threat5,10.10.10.15,tag0,11/27/2014 17:23:52,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
671,Threat1,10.10.10.10,no tag,06/29/2018 05:27:28,81,APT1-70%,Exploitation,"PCI, GDPR",Open
672,Threat2,10.10.10.11,tag1,08/24/2019 01:54:17,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
673,Threat3,10.10.10.13,tag2,11/17/2018 06:07:23,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
674,Threat4,10.10.10.12,tag1,09/19/2016 03:11:38,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
675,Threat5,10.10.10.15,tag0,12/25/2015 21:14:52,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
676,Threat1,10.10.10.10,no tag,10/27/2016 06:24:24,81,APT1-70%,Exploitation,"PCI, GDPR",Open
677,Threat2,10.10.10.11,tag1,04/12/2020 12:15,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
678,Threat3,10.10.10.13,tag2,09/23/2018 08:11:53,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
679,Threat4,10.10.10.12,tag1,12/10/2015 17:48,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
680,Threat5,10.10.10.15,tag0,05/02/2017 13:18,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
681,Threat1,10.10.10.10,no tag,02/02/2012 15:33,81,APT1-70%,Exploitation,"PCI, GDPR",Open
682,Threat2,10.10.10.11,tag1,07/29/2016 06:59:15,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
683,Threat3,10.10.10.13,tag2,03/25/2015 22:17:41,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
684,Threat4,10.10.10.12,tag1,08/30/2014 19:46:31,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
685,Threat5,10.10.10.15,tag0,03/17/2015 06:41:55,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
686,Threat1,10.10.10.10,no tag,03/01/2012 09:55,81,APT1-70%,Exploitation,"PCI, GDPR",Open
687,Threat2,10.10.10.11,tag1,05/26/2017 23:34:00,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
688,Threat3,10.10.10.13,tag2,06/30/2020 08:36:02,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
689,Threat4,10.10.10.12,tag1,10/26/2017 02:13:05,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
690,Threat5,10.10.10.15,tag0,08/23/2015 20:19:55,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
691,Threat1,10.10.10.10,no tag,07/09/2018 03:44,81,APT1-70%,Exploitation,"PCI, GDPR",Open
692,Threat2,10.10.10.11,tag1,10/16/2016 07:27:09,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
693,Threat3,10.10.10.13,tag2,11/01/2019 17:14,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
694,Threat4,10.10.10.12,tag1,08/27/2015 14:59:58,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
695,Threat5,10.10.10.15,tag0,05/16/2012 09:44:59,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
696,Threat1,10.10.10.10,no tag,10/04/2017 03:49,81,APT1-70%,Exploitation,"PCI, GDPR",Open
697,Threat2,10.10.10.11,tag1,12/30/2015 01:19:08,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
698,Threat3,10.10.10.13,tag2,04/29/2016 05:56:12,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
699,Threat4,10.10.10.12,tag1,11/28/2013 23:32:30,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
700,Threat5,10.10.10.15,tag0,07/24/2019 06:10:21,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
701,Threat1,10.10.10.10,no tag,04/13/2019 09:21:09,81,APT1-70%,Exploitation,"PCI, GDPR",Open
702,Threat2,10.10.10.11,tag1,03/23/2012 18:39:04,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
703,Threat3,10.10.10.13,tag2,07/07/2018 20:10,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
704,Threat4,10.10.10.12,tag1,02/15/2015 11:25:06,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
705,Threat5,10.10.10.15,tag0,10/31/2016 06:16:20,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
706,Threat1,10.10.10.10,no tag,01/01/2019 02:56,81,APT1-70%,Exploitation,"PCI, GDPR",Open
707,Threat2,10.10.10.11,tag1,10/30/2013 00:29:11,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
708,Threat3,10.10.10.13,tag2,08/07/2016 06:33,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
709,Threat4,10.10.10.12,tag1,05/18/2012 19:29:16,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
710,Threat5,10.10.10.15,tag0,07/12/2014 20:32,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
711,Threat1,10.10.10.10,no tag,07/17/2013 21:26:36,81,APT1-70%,Exploitation,"PCI, GDPR",Open
712,Threat2,10.10.10.11,tag1,07/21/2015 03:07:42,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
713,Threat3,10.10.10.13,tag2,07/04/2019 07:22,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
714,Threat4,10.10.10.12,tag1,04/08/2017 18:13,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
715,Threat5,10.10.10.15,tag0,04/22/2020 12:06:08,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
716,Threat1,10.10.10.10,no tag,08/16/2019 20:24:55,81,APT1-70%,Exploitation,"PCI, GDPR",Open
717,Threat2,10.10.10.11,tag1,12/22/2013 15:20:10,85,APT1-50%,Reconnaissance,"NIST, GDPR",In Progress
718,Threat3,10.10.10.13,tag2,06/14/2015 00:41:25,92,APT15-70%,Lateral Movement,"ISO 27001, TSC",In Progress
719,Threat4,10.10.10.12,tag1,09/01/2016 10:43,89,APT50-80%,Obfuscation / Anti-forensics,"GPG, GDPR",Closed
720,Threat5,10.10.10.15,tag0,01/09/2016 05:55,96,APT10-20%,Exploitation,"GPG, ISO 27001",Open
